"","SITE","SOIL","TIME","HOST","TISSUE","TEMP","MEDIA"
"MSHM12076","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM12077","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM12078","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM12079","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM12080","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM12081","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM12082","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM12083","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM12084","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM12085","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM12086","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM12087","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM12088","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM12089","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM12090","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM12091","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM12092","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM12093","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM12094","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM12095","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM12096","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM15793","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA"
"MSHM15794","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA"
"MSHM15795","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA"
"MSHM15796","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA"
"MSHM15797","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA"
"MSHM15798","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA"
"MSHM15799","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA+Plant extract"
"MSHM15800","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA+Plant extract"
"MSHM15801","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA+Plant extract"
"MSHM15802","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA+Plant extract"
"MSHM15803","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA+Plant extract"
"MSHM15804","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA+Plant extract"
"MSHM15805","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA"
"MSHM15806","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA"
"MSHM15807","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA"
"MSHM15808","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA"
"MSHM15809","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA"
"MSHM15810","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA"
"MSHM15811","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA+Plant extract"
"MSHM15812","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA+Plant extract"
"MSHM15813","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA+Plant extract"
"MSHM15814","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA+Plant extract"
"MSHM15815","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA+Plant extract"
"MSHM15816","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA+Plant extract"
"MSHM15817","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM15818","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM15819","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM15820","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM15821","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM15822","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM15823","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM15824","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM15825","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM15826","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM15827","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM15828","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM15829","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM15830","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM15831","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM15832","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM15833","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM15834","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM15835","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM15836","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM15837","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM15838","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM15839","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM15840","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM15841","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA"
"MSHM15842","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA"
"MSHM15843","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA"
"MSHM15844","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA"
"MSHM15845","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA"
"MSHM15846","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA"
"MSHM15847","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA+Plant extract"
"MSHM15848","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA+Plant extract"
"MSHM15849","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA+Plant extract"
"MSHM15850","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA+Plant extract"
"MSHM15851","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA+Plant extract"
"MSHM15852","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA+Plant extract"
"MSHM15853","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA"
"MSHM15854","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA"
"MSHM15855","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA"
"MSHM15856","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA"
"MSHM15857","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA"
"MSHM15858","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA"
"MSHM15859","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA+Plant extract"
"MSHM15860","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA+Plant extract"
"MSHM15861","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA+Plant extract"
"MSHM15862","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA+Plant extract"
"MSHM15863","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA+Plant extract"
"MSHM15864","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA+Plant extract"
"MSHM15865","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM15866","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM15867","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM15868","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM15869","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM15870","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM15871","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM15872","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM15873","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM15874","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM15875","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM15876","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM15877","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM15878","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM15879","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM15880","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM15881","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM15882","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM15883","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM15884","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM15885","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM15886","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM15887","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM15888","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM15889","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA"
"MSHM15890","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA"
"MSHM15891","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA"
"MSHM15892","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA"
"MSHM15893","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA"
"MSHM15894","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA"
"MSHM15895","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA+Plant extract"
"MSHM15896","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA+Plant extract"
"MSHM15897","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA+Plant extract"
"MSHM15898","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA+Plant extract"
"MSHM15899","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA+Plant extract"
"MSHM15900","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA+Plant extract"
"MSHM15901","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA"
"MSHM15902","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA"
"MSHM15903","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA"
"MSHM15904","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA"
"MSHM15905","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA"
"MSHM15906","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA"
"MSHM15907","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA+Plant extract"
"MSHM15908","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA+Plant extract"
"MSHM15909","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA+Plant extract"
"MSHM15910","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA+Plant extract"
"MSHM15911","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA+Plant extract"
"MSHM15912","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA+Plant extract"
"MSHM15913","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM15914","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM15915","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM15916","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM15917","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM15918","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM15919","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM15920","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM15921","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM15922","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM15923","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM15924","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM15925","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM15926","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM15927","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM15928","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM15929","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM15930","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM15931","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM15932","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM15933","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM15934","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM15935","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM15936","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM15937","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA"
"MSHM15938","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA"
"MSHM15939","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA"
"MSHM15940","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA"
"MSHM15941","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA"
"MSHM15942","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA"
"MSHM15943","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA+Plant extract"
"MSHM15944","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA+Plant extract"
"MSHM15945","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA+Plant extract"
"MSHM15946","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA+Plant extract"
"MSHM15947","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA+Plant extract"
"MSHM15948","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA+Plant extract"
"MSHM15949","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA"
"MSHM15950","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA"
"MSHM15951","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA"
"MSHM15952","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA"
"MSHM15953","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA"
"MSHM15954","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA"
"MSHM15955","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA+Plant extract"
"MSHM15956","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA+Plant extract"
"MSHM15957","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA+Plant extract"
"MSHM15958","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA+Plant extract"
"MSHM15959","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA+Plant extract"
"MSHM15960","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA+Plant extract"
"MSHM15961","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM15962","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM15963","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM15964","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM15965","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM15966","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM15967","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM15968","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM15969","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM15970","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM15971","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM15972","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM15973","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM15974","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM15975","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM15976","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM15977","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM15978","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM15979","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM15980","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM15981","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM15982","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM15983","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM15984","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM15985","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA"
"MSHM15986","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA"
"MSHM15987","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA"
"MSHM15988","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA"
"MSHM15989","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA"
"MSHM15990","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA"
"MSHM15991","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA+Plant extract"
"MSHM15992","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA+Plant extract"
"MSHM15993","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",23,"PDA+Plant extract"
"MSHM15994","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA+Plant extract"
"MSHM15995","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA+Plant extract"
"MSHM15996","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Leaf",30,"PDA+Plant extract"
"MSHM15997","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA"
"MSHM15998","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA"
"MSHM15999","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA"
"MSHM16000","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA"
"MSHM16001","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA"
"MSHM16002","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA"
"MSHM16003","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA+Plant extract"
"MSHM16004","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA+Plant extract"
"MSHM16005","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",23,"PDA+Plant extract"
"MSHM16006","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA+Plant extract"
"MSHM16007","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA+Plant extract"
"MSHM16008","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Branch",30,"PDA+Plant extract"
"MSHM16009","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM16010","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM16011","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM16012","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM16013","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM16014","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA"
"MSHM16015","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM16016","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM16017","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM16018","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM16019","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM16020","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA"
"MSHM16021","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM16022","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM16023","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM16024","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM16025","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM16026","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",23,"PDA+Plant extract"
"MSHM16027","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM16028","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM16029","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM16030","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM16031","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
"MSHM16032","Sorkhe","Gypsum Soil","W2016","Schumannia karelinii","Root",30,"PDA+Plant extract"
