"","SITE","SOIL","TIME","HOST","TISSUE","TEMP","MEDIA"
"MSHM4719","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",23,"PDA"
"MSHM4720","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",30,"PDA"
"MSHM4721","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",30,"PDA"
"MSHM4722","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",30,"PDA"
"MSHM4723","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",23,"PDA+Plant extract"
"MSHM4724","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",23,"PDA+Plant extract"
"MSHM4725","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",23,"PDA+Plant extract"
"MSHM4726","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",30,"PDA+Plant extract"
"MSHM4727","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",30,"PDA+Plant extract"
"MSHM4728","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",30,"PDA+Plant extract"
"MSHM4729","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA"
"MSHM4730","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA"
"MSHM4731","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA"
"MSHM4732","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA"
"MSHM4733","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA"
"MSHM4734","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA"
"MSHM4735","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA"
"MSHM4736","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA"
"MSHM4737","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA"
"MSHM4738","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA"
"MSHM4739","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA"
"MSHM4740","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA"
"MSHM4741","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM4742","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM4743","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM4744","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM4745","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM4746","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM4747","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM4748","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM4749","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM4750","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM4751","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM4752","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM4753","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",23,"PDA"
"MSHM4754","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",23,"PDA"
"MSHM4755","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",23,"PDA"
"MSHM4756","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",30,"PDA"
"MSHM4757","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",30,"PDA"
"MSHM4758","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",30,"PDA"
"MSHM4759","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",23,"PDA+Plant extract"
"MSHM4760","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",23,"PDA+Plant extract"
"MSHM4761","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",23,"PDA+Plant extract"
"MSHM4762","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",30,"PDA+Plant extract"
"MSHM4763","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",30,"PDA+Plant extract"
"MSHM4764","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",30,"PDA+Plant extract"
"MSHM4765","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",23,"PDA"
"MSHM4766","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",23,"PDA"
"MSHM4767","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",23,"PDA"
"MSHM4768","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",30,"PDA"
"MSHM4769","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",30,"PDA"
"MSHM4770","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",30,"PDA"
"MSHM4771","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",23,"PDA+Plant extract"
"MSHM4772","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",23,"PDA+Plant extract"
"MSHM4773","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",23,"PDA+Plant extract"
"MSHM4774","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",30,"PDA+Plant extract"
"MSHM4775","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",30,"PDA+Plant extract"
"MSHM4776","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",30,"PDA+Plant extract"
"MSHM4777","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA"
"MSHM4778","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA"
"MSHM4779","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA"
"MSHM4780","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA"
"MSHM4781","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA"
"MSHM4782","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA"
"MSHM4783","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA"
"MSHM4784","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA"
"MSHM4785","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA"
"MSHM4786","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA"
"MSHM4787","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA"
"MSHM4788","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA"
"MSHM4789","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM4790","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM4791","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM4792","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM4793","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM4794","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM4795","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM4796","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM4797","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM4798","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM4799","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM4800","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM4801","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",23,"PDA"
"MSHM4802","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",23,"PDA"
"MSHM4803","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",23,"PDA"
"MSHM4804","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",30,"PDA"
"MSHM4805","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",30,"PDA"
"MSHM4806","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",30,"PDA"
"MSHM4807","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",23,"PDA+Plant extract"
"MSHM4808","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",23,"PDA+Plant extract"
"MSHM4809","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",23,"PDA+Plant extract"
"MSHM4810","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",30,"PDA+Plant extract"
"MSHM4811","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",30,"PDA+Plant extract"
"MSHM4812","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",30,"PDA+Plant extract"
"MSHM4813","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",23,"PDA"
"MSHM4814","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",23,"PDA"
"MSHM4815","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",23,"PDA"
"MSHM4816","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",30,"PDA"
"MSHM4817","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",30,"PDA"
"MSHM4818","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",30,"PDA"
"MSHM4819","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",23,"PDA+Plant extract"
"MSHM4820","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",23,"PDA+Plant extract"
"MSHM4821","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",23,"PDA+Plant extract"
"MSHM4822","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",30,"PDA+Plant extract"
"MSHM4823","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",30,"PDA+Plant extract"
"MSHM4824","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",30,"PDA+Plant extract"
"MSHM4825","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA"
"MSHM4826","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA"
"MSHM4827","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA"
"MSHM4828","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA"
"MSHM4829","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA"
"MSHM4830","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA"
"MSHM4831","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA"
"MSHM4832","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA"
"MSHM4833","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA"
"MSHM4834","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA"
"MSHM4835","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA"
"MSHM4836","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA"
"MSHM4837","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM4838","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM4839","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM4840","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM4841","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM4842","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM4843","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM4844","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM4845","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM4846","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM4847","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM4848","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM4849","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",23,"PDA"
"MSHM4850","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",23,"PDA"
"MSHM4851","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",23,"PDA"
"MSHM4852","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",30,"PDA"
"MSHM4853","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",30,"PDA"
"MSHM4854","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",30,"PDA"
"MSHM4855","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",23,"PDA+Plant extract"
"MSHM4856","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",23,"PDA+Plant extract"
"MSHM4857","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",23,"PDA+Plant extract"
"MSHM4858","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",30,"PDA+Plant extract"
"MSHM4859","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",30,"PDA+Plant extract"
"MSHM4860","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Leaf",30,"PDA+Plant extract"
"MSHM4861","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",23,"PDA"
"MSHM4862","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",23,"PDA"
"MSHM4863","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",23,"PDA"
"MSHM4864","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",30,"PDA"
"MSHM4865","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",30,"PDA"
"MSHM4866","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",30,"PDA"
"MSHM4867","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",23,"PDA+Plant extract"
"MSHM4868","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",23,"PDA+Plant extract"
"MSHM4869","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",23,"PDA+Plant extract"
"MSHM4870","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",30,"PDA+Plant extract"
"MSHM4871","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",30,"PDA+Plant extract"
"MSHM4872","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Branch",30,"PDA+Plant extract"
"MSHM4873","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA"
"MSHM4874","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA"
"MSHM4875","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA"
"MSHM4876","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA"
"MSHM4877","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA"
"MSHM4878","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA"
"MSHM4879","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA"
"MSHM4880","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA"
"MSHM4881","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA"
"MSHM4882","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA"
"MSHM4883","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA"
"MSHM4884","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA"
"MSHM4885","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM4886","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM4887","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM4888","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM4889","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM4890","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM4891","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM4892","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM4893","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM4894","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM4895","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM4896","Sorkhe","Gypsum Soil","W2016","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM5761","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA"
"MSHM5762","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA"
"MSHM5763","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA"
"MSHM5764","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA"
"MSHM5765","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA"
"MSHM5766","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA"
"MSHM5767","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA+Plant extract"
"MSHM5768","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA+Plant extract"
"MSHM5769","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA+Plant extract"
"MSHM5770","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA+Plant extract"
"MSHM5771","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA+Plant extract"
"MSHM5772","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA+Plant extract"
"MSHM5773","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA"
"MSHM5774","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA"
"MSHM5775","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA"
"MSHM5776","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA"
"MSHM5777","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA"
"MSHM5778","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA"
"MSHM5779","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA+Plant extract"
"MSHM5780","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA+Plant extract"
"MSHM5781","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA+Plant extract"
"MSHM5782","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA+Plant extract"
"MSHM5783","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA+Plant extract"
"MSHM5784","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA+Plant extract"
"MSHM5785","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5786","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5787","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5788","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5789","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5790","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5791","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5792","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5793","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5794","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5795","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5796","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5797","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5798","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5799","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5800","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5801","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5802","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5803","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5804","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5805","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5806","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5807","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5808","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5809","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA"
"MSHM5810","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA"
"MSHM5811","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA"
"MSHM5812","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA"
"MSHM5813","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA"
"MSHM5814","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA"
"MSHM5815","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA+Plant extract"
"MSHM5816","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA+Plant extract"
"MSHM5817","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA+Plant extract"
"MSHM5818","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA+Plant extract"
"MSHM5819","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA+Plant extract"
"MSHM5820","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA+Plant extract"
"MSHM5821","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA"
"MSHM5822","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA"
"MSHM5823","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA"
"MSHM5824","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA"
"MSHM5825","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA"
"MSHM5826","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA"
"MSHM5827","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA+Plant extract"
"MSHM5828","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA+Plant extract"
"MSHM5829","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA+Plant extract"
"MSHM5830","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA+Plant extract"
"MSHM5831","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA+Plant extract"
"MSHM5832","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA+Plant extract"
"MSHM5833","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5834","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5835","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5836","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5837","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5838","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5839","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5840","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5841","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5842","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5843","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5844","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5845","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
